date,bikes_count,bikes_pred,August,December,February,January,July,June,March,May,November,October,September,Weekend,trend,trend_sq,trend_cub
24/02/2017,1044,NA,0,0,1,0,0,0,0,0,0,0,0,0,800,640000,5.12E+08
25/02/2017,706,NA,0,0,1,0,0,0,0,0,0,0,0,1,801,641601,513922401
26/02/2017,495,NA,0,0,1,0,0,0,0,0,0,0,0,1,802,643204,515849608
27/02/2017,831,NA,0,0,1,0,0,0,0,0,0,0,0,0,803,644809,517781627
28/02/2017,947,NA,0,0,1,0,0,0,0,0,0,0,0,0,804,646416,519718464
01/03/2017,1223,NA,0,0,0,0,0,0,1,0,0,0,0,0,805,648025,521660125
02/03/2017,1274,NA,0,0,0,0,0,0,1,0,0,0,0,0,806,649636,523606616
03/03/2017,963,NA,0,0,0,0,0,0,1,0,0,0,0,0,807,651249,525557943
04/03/2017,753,NA,0,0,0,0,0,0,1,0,0,0,0,1,808,652864,527514112
05/03/2017,436,NA,0,0,0,0,0,0,1,0,0,0,0,1,809,654481,529475129
06/03/2017,1005,NA,0,0,0,0,0,0,1,0,0,0,0,0,810,656100,531441000
07/03/2017,1109,NA,0,0,0,0,0,0,1,0,0,0,0,0,811,657721,533411731
08/03/2017,1164,NA,0,0,0,0,0,0,1,0,0,0,0,0,812,659344,535387328
09/03/2017,1012,NA,0,0,0,0,0,0,1,0,0,0,0,0,813,660969,537367797
10/03/2017,1299,NA,0,0,0,0,0,0,1,0,0,0,0,0,814,662596,539353144
11/03/2017,437,NA,0,0,0,0,0,0,1,0,0,0,0,1,815,664225,541343375
12/03/2017,628,NA,0,0,0,0,0,0,1,0,0,0,0,1,816,665856,543338496
13/03/2017,1088,NA,0,0,0,0,0,0,1,0,0,0,0,0,817,667489,545338513
14/03/2017,1495,NA,0,0,0,0,0,0,1,0,0,0,0,0,818,669124,547343432
15/03/2017,1519,NA,0,0,0,0,0,0,1,0,0,0,0,0,819,670761,549353259
16/03/2017,1581,NA,0,0,0,0,0,0,1,0,0,0,0,0,820,672400,551368000
17/03/2017,1197,NA,0,0,0,0,0,0,1,0,0,0,0,0,821,674041,553387661
18/03/2017,844,NA,0,0,0,0,0,0,1,0,0,0,0,1,822,675684,555412248
19/03/2017,1285,NA,0,0,0,0,0,0,1,0,0,0,0,1,823,677329,557441767
20/03/2017,1421,NA,0,0,0,0,0,0,1,0,0,0,0,0,824,678976,559476224
21/03/2017,1303,NA,0,0,0,0,0,0,1,0,0,0,0,0,825,680625,561515625
22/03/2017,1499,NA,0,0,0,0,0,0,1,0,0,0,0,0,826,682276,563559976
23/03/2017,1487,NA,0,0,0,0,0,0,1,0,0,0,0,0,827,683929,565609283
24/03/2017,1363,NA,0,0,0,0,0,0,1,0,0,0,0,0,828,685584,567663552
25/03/2017,1230,NA,0,0,0,0,0,0,1,0,0,0,0,1,829,687241,569722789
26/03/2017,419,NA,0,0,0,0,0,0,1,0,0,0,0,1,830,688900,571787000
27/03/2017,1588,NA,0,0,0,0,0,0,1,0,0,0,0,0,831,690561,573856191
28/03/2017,934,NA,0,0,0,0,0,0,1,0,0,0,0,0,832,692224,575930368
29/03/2017,1259,NA,0,0,0,0,0,0,1,0,0,0,0,0,833,693889,578009537
30/03/2017,1925,NA,0,0,0,0,0,0,1,0,0,0,0,0,834,695556,580093704
31/03/2017,1634,NA,0,0,0,0,0,0,1,0,0,0,0,0,835,697225,582182875
01/04/2017,1029,NA,0,0,0,0,0,0,0,0,0,0,0,1,836,698896,584277056
02/04/2017,1328,NA,0,0,0,0,0,0,0,0,0,0,0,1,837,700569,586376253
03/04/2017,2020,NA,0,0,0,0,0,0,0,0,0,0,0,0,838,702244,588480472
04/04/2017,1781,NA,0,0,0,0,0,0,0,0,0,0,0,0,839,703921,590589719
05/04/2017,1366,NA,0,0,0,0,0,0,0,0,0,0,0,0,840,705600,592704000
06/04/2017,1696,NA,0,0,0,0,0,0,0,0,0,0,0,0,841,707281,594823321
07/04/2017,1184,NA,0,0,0,0,0,0,0,0,0,0,0,0,842,708964,596947688
08/04/2017,788,NA,0,0,0,0,0,0,0,0,0,0,0,1,843,710649,599077107
09/04/2017,1211,NA,0,0,0,0,0,0,0,0,0,0,0,1,844,712336,601211584
10/04/2017,1780,NA,0,0,0,0,0,0,0,0,0,0,0,0,845,714025,603351125
11/04/2017,2111,NA,0,0,0,0,0,0,0,0,0,0,0,0,846,715716,605495736
12/04/2017,1270,NA,0,0,0,0,0,0,0,0,0,0,0,0,847,717409,607645423
13/04/2017,1633,NA,0,0,0,0,0,0,0,0,0,0,0,0,848,719104,609800192
14/04/2017,1337,NA,0,0,0,0,0,0,0,0,0,0,0,0,849,720801,611960049
15/04/2017,1292,NA,0,0,0,0,0,0,0,0,0,0,0,1,850,722500,614125000
16/04/2017,1377,NA,0,0,0,0,0,0,0,0,0,0,0,1,851,724201,616295051
17/04/2017,1377,NA,0,0,0,0,0,0,0,0,0,0,0,0,852,725904,618470208
18/04/2017,1926,NA,0,0,0,0,0,0,0,0,0,0,0,0,853,727609,620650477
19/04/2017,1815,NA,0,0,0,0,0,0,0,0,0,0,0,0,854,729316,622835864
20/04/2017,1979,NA,0,0,0,0,0,0,0,0,0,0,0,0,855,731025,625026375
21/04/2017,2150,NA,0,0,0,0,0,0,0,0,0,0,0,0,856,732736,627222016
22/04/2017,947,NA,0,0,0,0,0,0,0,0,0,0,0,1,857,734449,629422793
23/04/2017,1087,NA,0,0,0,0,0,0,0,0,0,0,0,1,858,736164,631628712
24/04/2017,2099,NA,0,0,0,0,0,0,0,0,0,0,0,0,859,737881,633839779
25/04/2017,1937,NA,0,0,0,0,0,0,0,0,0,0,0,0,860,739600,636056000
26/04/2017,1963,NA,0,0,0,0,0,0,0,0,0,0,0,0,861,741321,638277381
27/04/2017,1917,NA,0,0,0,0,0,0,0,0,0,0,0,0,862,743044,640503928
28/04/2017,2071,NA,0,0,0,0,0,0,0,0,0,0,0,0,863,744769,642735647
29/04/2017,702,NA,0,0,0,0,0,0,0,0,0,0,0,1,864,746496,644972544
30/04/2017,1473,NA,0,0,0,0,0,0,0,0,0,0,0,1,865,748225,647214625
01/05/2017,1626,NA,0,0,0,0,0,0,0,1,0,0,0,0,866,749956,649461896
02/05/2017,2303,NA,0,0,0,0,0,0,0,1,0,0,0,0,867,751689,651714363
03/05/2017,1855,NA,0,0,0,0,0,0,0,1,0,0,0,0,868,753424,653972032
04/05/2017,2757,NA,0,0,0,0,0,0,0,1,0,0,0,0,869,755161,656234909
05/05/2017,1643,NA,0,0,0,0,0,0,0,1,0,0,0,0,870,756900,658503000
06/05/2017,1515,NA,0,0,0,0,0,0,0,1,0,0,0,1,871,758641,660776311
07/05/2017,1816,NA,0,0,0,0,0,0,0,1,0,0,0,1,872,760384,663054848
08/05/2017,2275,NA,0,0,0,0,0,0,0,1,0,0,0,0,873,762129,665338617
09/05/2017,2616,NA,0,0,0,0,0,0,0,1,0,0,0,0,874,763876,667627624
10/05/2017,2381,NA,0,0,0,0,0,0,0,1,0,0,0,0,875,765625,669921875
11/05/2017,1582,NA,0,0,0,0,0,0,0,1,0,0,0,0,876,767376,672221376
12/05/2017,1990,NA,0,0,0,0,0,0,0,1,0,0,0,0,877,769129,674526133
13/05/2017,1221,NA,0,0,0,0,0,0,0,1,0,0,0,1,878,770884,676836152
14/05/2017,1166,NA,0,0,0,0,0,0,0,1,0,0,0,1,879,772641,679151439
15/05/2017,1486,NA,0,0,0,0,0,0,0,1,0,0,0,0,880,774400,681472000
16/05/2017,2155,NA,0,0,0,0,0,0,0,1,0,0,0,0,881,776161,683797841
17/05/2017,2387,NA,0,0,0,0,0,0,0,1,0,0,0,0,882,777924,686128968
18/05/2017,2351,NA,0,0,0,0,0,0,0,1,0,0,0,0,883,779689,688465387
19/05/2017,2242,NA,0,0,0,0,0,0,0,1,0,0,0,0,884,781456,690807104
20/05/2017,2052,NA,0,0,0,0,0,0,0,1,0,0,0,1,885,783225,693154125
21/05/2017,2033,NA,0,0,0,0,0,0,0,1,0,0,0,1,886,784996,695506456
22/05/2017,2290,NA,0,0,0,0,0,0,0,1,0,0,0,0,887,786769,697864103
23/05/2017,2390,NA,0,0,0,0,0,0,0,1,0,0,0,0,888,788544,700227072
24/05/2017,2413,NA,0,0,0,0,0,0,0,1,0,0,0,0,889,790321,702595369
25/05/2017,2803,NA,0,0,0,0,0,0,0,1,0,0,0,0,890,792100,704969000
26/05/2017,2623,NA,0,0,0,0,0,0,0,1,0,0,0,0,891,793881,707347971
27/05/2017,2121,NA,0,0,0,0,0,0,0,1,0,0,0,1,892,795664,709732288
28/05/2017,2262,NA,0,0,0,0,0,0,0,1,0,0,0,1,893,797449,712121957
29/05/2017,3869,NA,0,0,0,0,0,0,0,1,0,0,0,0,894,799236,714516984
30/05/2017,1960,NA,0,0,0,0,0,0,0,1,0,0,0,0,895,801025,716917375
31/05/2017,2804,NA,0,0,0,0,0,0,0,1,0,0,0,0,896,802816,719323136
01/06/2017,2672,NA,0,0,0,0,0,1,0,0,0,0,0,0,897,804609,721734273
02/06/2017,2508,NA,0,0,0,0,0,1,0,0,0,0,0,0,898,806404,724150792
03/06/2017,1725,NA,0,0,0,0,0,1,0,0,0,0,0,1,899,808201,726572699
04/06/2017,2250,NA,0,0,0,0,0,1,0,0,0,0,0,1,900,810000,7.29E+08
05/06/2017,2948,NA,0,0,0,0,0,1,0,0,0,0,0,0,901,811801,731432701
06/06/2017,3219,NA,0,0,0,0,0,1,0,0,0,0,0,0,902,813604,733870808
07/06/2017,2954,NA,0,0,0,0,0,1,0,0,0,0,0,0,903,815409,736314327
08/06/2017,1343,NA,0,0,0,0,0,1,0,0,0,0,0,0,904,817216,738763264
09/06/2017,2448,NA,0,0,0,0,0,1,0,0,0,0,0,0,905,819025,741217625
10/06/2017,1518,NA,0,0,0,0,0,1,0,0,0,0,0,1,906,820836,743677416
11/06/2017,2022,NA,0,0,0,0,0,1,0,0,0,0,0,1,907,822649,746142643
12/06/2017,2665,NA,0,0,0,0,0,1,0,0,0,0,0,0,908,824464,748613312
13/06/2017,2685,NA,0,0,0,0,0,1,0,0,0,0,0,0,909,826281,751089429
14/06/2017,2485,NA,0,0,0,0,0,1,0,0,0,0,0,0,910,828100,753571000
15/06/2017,1333,NA,0,0,0,0,0,1,0,0,0,0,0,0,911,829921,756058031
16/06/2017,2434,NA,0,0,0,0,0,1,0,0,0,0,0,0,912,831744,758550528
17/06/2017,1530,NA,0,0,0,0,0,1,0,0,0,0,0,1,913,833569,761048497
18/06/2017,982,NA,0,0,0,0,0,1,0,0,0,0,0,1,914,835396,763551944
19/06/2017,2428,NA,0,0,0,0,0,1,0,0,0,0,0,0,915,837225,766060875
20/06/2017,2844,NA,0,0,0,0,0,1,0,0,0,0,0,0,916,839056,768575296
21/06/2017,3011,NA,0,0,0,0,0,1,0,0,0,0,0,0,917,840889,771095213
22/06/2017,3127,NA,0,0,0,0,0,1,0,0,0,0,0,0,918,842724,773620632
23/06/2017,2784,NA,0,0,0,0,0,1,0,0,0,0,0,0,919,844561,776151559
24/06/2017,2202,NA,0,0,0,0,0,1,0,0,0,0,0,1,920,846400,778688000
25/06/2017,1982,NA,0,0,0,0,0,1,0,0,0,0,0,1,921,848241,781229961
26/06/2017,2976,NA,0,0,0,0,0,1,0,0,0,0,0,0,922,850084,783777448
27/06/2017,3039,NA,0,0,0,0,0,1,0,0,0,0,0,0,923,851929,786330467
28/06/2017,3023,NA,0,0,0,0,0,1,0,0,0,0,0,0,924,853776,788889024
29/06/2017,2949,NA,0,0,0,0,0,1,0,0,0,0,0,0,925,855625,791453125
30/06/2017,2959,NA,0,0,0,0,0,1,0,0,0,0,0,0,926,857476,794022776
01/07/2017,3222,NA,0,0,0,0,1,0,0,0,0,0,0,1,927,859329,796597983
02/07/2017,2082,NA,0,0,0,0,1,0,0,0,0,0,0,1,928,861184,799178752
03/07/2017,2049,NA,0,0,0,0,1,0,0,0,0,0,0,0,929,863041,801765089
04/07/2017,2898,NA,0,0,0,0,1,0,0,0,0,0,0,0,930,864900,804357000
05/07/2017,3186,NA,0,0,0,0,1,0,0,0,0,0,0,0,931,866761,806954491
06/07/2017,3154,NA,0,0,0,0,1,0,0,0,0,0,0,0,932,868624,809557568
07/07/2017,2575,NA,0,0,0,0,1,0,0,0,0,0,0,0,933,870489,812166237
08/07/2017,2133,NA,0,0,0,0,1,0,0,0,0,0,0,1,934,872356,814780504
09/07/2017,2007,NA,0,0,0,0,1,0,0,0,0,0,0,1,935,874225,817400375
10/07/2017,2731,NA,0,0,0,0,1,0,0,0,0,0,0,0,936,876096,820025856
11/07/2017,3179,NA,0,0,0,0,1,0,0,0,0,0,0,0,937,877969,822656953
12/07/2017,3186,NA,0,0,0,0,1,0,0,0,0,0,0,0,938,879844,825293672
13/07/2017,2754,NA,0,0,0,0,1,0,0,0,0,0,0,0,939,881721,827936019
14/07/2017,2863,NA,0,0,0,0,1,0,0,0,0,0,0,0,940,883600,830584000
15/07/2017,2161,NA,0,0,0,0,1,0,0,0,0,0,0,1,941,885481,833237621
16/07/2017,2277,NA,0,0,0,0,1,0,0,0,0,0,0,1,942,887364,835896888
17/07/2017,2816,NA,0,0,0,0,1,0,0,0,0,0,0,0,943,889249,838561807
18/07/2017,3139,NA,0,0,0,0,1,0,0,0,0,0,0,0,944,891136,841232384
19/07/2017,3082,NA,0,0,0,0,1,0,0,0,0,0,0,0,945,893025,843908625
20/07/2017,2521,NA,0,0,0,0,1,0,0,0,0,0,0,0,946,894916,846590536
21/07/2017,2344,NA,0,0,0,0,1,0,0,0,0,0,0,0,947,896809,849278123
22/07/2017,1672,NA,0,0,0,0,1,0,0,0,0,0,0,1,948,898704,851971392
23/07/2017,2023,NA,0,0,0,0,1,0,0,0,0,0,0,1,949,900601,854670349
24/07/2017,2960,NA,0,0,0,0,1,0,0,0,0,0,0,0,950,902500,857375000
25/07/2017,3122,NA,0,0,0,0,1,0,0,0,0,0,0,0,951,904401,860085351
26/07/2017,2967,NA,0,0,0,0,1,0,0,0,0,0,0,0,952,906304,862801408
27/07/2017,2874,NA,0,0,0,0,1,0,0,0,0,0,0,0,953,908209,865523177
28/07/2017,2751,NA,0,0,0,0,1,0,0,0,0,0,0,0,954,910116,868250664
29/07/2017,1942,NA,0,0,0,0,1,0,0,0,0,0,0,1,955,912025,870983875
30/07/2017,2154,NA,0,0,0,0,1,0,0,0,0,0,0,1,956,913936,873722816
31/07/2017,2825,NA,0,0,0,0,1,0,0,0,0,0,0,0,957,915849,876467493
01/08/2017,2928,NA,1,0,0,0,0,0,0,0,0,0,0,0,958,917764,879217912
02/08/2017,2886,NA,1,0,0,0,0,0,0,0,0,0,0,0,959,919681,881974079
03/08/2017,2640,NA,1,0,0,0,0,0,0,0,0,0,0,0,960,921600,884736000
04/08/2017,2396,NA,1,0,0,0,0,0,0,0,0,0,0,0,961,923521,887503681
05/08/2017,1747,NA,1,0,0,0,0,0,0,0,0,0,0,1,962,925444,890277128
06/08/2017,2027,NA,1,0,0,0,0,0,0,0,0,0,0,1,963,927369,893056347
07/08/2017,1934,NA,1,0,0,0,0,0,0,0,0,0,0,0,964,929296,895841344
08/08/2017,2688,NA,1,0,0,0,0,0,0,0,0,0,0,0,965,931225,898632125
09/08/2017,2909,NA,1,0,0,0,0,0,0,0,0,0,0,0,966,933156,901428696
10/08/2017,2780,NA,1,0,0,0,0,0,0,0,0,0,0,0,967,935089,904231063
11/08/2017,2550,NA,1,0,0,0,0,0,0,0,0,0,0,0,968,937024,907039232
12/08/2017,1593,NA,1,0,0,0,0,0,0,0,0,0,0,1,969,938961,909853209
13/08/2017,1398,NA,1,0,0,0,0,0,0,0,0,0,0,1,970,940900,912673000
14/08/2017,2576,NA,1,0,0,0,0,0,0,0,0,0,0,0,971,942841,915498611
15/08/2017,3051,NA,1,0,0,0,0,0,0,0,0,0,0,0,972,944784,918330048
16/08/2017,2698,NA,1,0,0,0,0,0,0,0,0,0,0,0,973,946729,921167317
17/08/2017,2830,NA,1,0,0,0,0,0,0,0,0,0,0,0,974,948676,924010424
18/08/2017,2439,NA,1,0,0,0,0,0,0,0,0,0,0,0,975,950625,926859375
19/08/2017,1913,NA,1,0,0,0,0,0,0,0,0,0,0,1,976,952576,929714176
20/08/2017,1963,NA,1,0,0,0,0,0,0,0,0,0,0,1,977,954529,932574833
21/08/2017,2640,NA,1,0,0,0,0,0,0,0,0,0,0,0,978,956484,935441352
22/08/2017,2921,NA,1,0,0,0,0,0,0,0,0,0,0,0,979,958441,938313739
23/08/2017,2751,NA,1,0,0,0,0,0,0,0,0,0,0,0,980,960400,941192000
24/08/2017,2684,NA,1,0,0,0,0,0,0,0,0,0,0,0,981,962361,944076141
25/08/2017,2561,NA,1,0,0,0,0,0,0,0,0,0,0,0,982,964324,946966168
26/08/2017,1813,NA,1,0,0,0,0,0,0,0,0,0,0,1,983,966289,949862087
27/08/2017,1954,NA,1,0,0,0,0,0,0,0,0,0,0,1,984,968256,952763904
28/08/2017,2806,NA,1,0,0,0,0,0,0,0,0,0,0,0,985,970225,955671625
29/08/2017,3022,NA,1,0,0,0,0,0,0,0,0,0,0,0,986,972196,958585256
30/08/2017,2664,NA,1,0,0,0,0,0,0,0,0,0,0,0,987,974169,961504803
31/08/2017,2896,NA,1,0,0,0,0,0,0,0,0,0,0,0,988,976144,964430272
01/09/2017,2629,NA,0,0,0,0,0,0,0,0,0,0,1,0,989,978121,967361669
02/09/2017,1979,NA,0,0,0,0,0,0,0,0,0,0,1,1,990,980100,970299000
03/09/2017,1874,NA,0,0,0,0,0,0,0,0,0,0,1,1,991,982081,973242271
04/09/2017,1871,NA,0,0,0,0,0,0,0,0,0,0,1,0,992,984064,976191488
05/09/2017,2358,NA,0,0,0,0,0,0,0,0,0,0,1,0,993,986049,979146657
06/09/2017,2524,NA,0,0,0,0,0,0,0,0,0,0,1,0,994,988036,982107784
07/09/2017,2582,NA,0,0,0,0,0,0,0,0,0,0,1,0,995,990025,985074875
08/09/2017,2049,NA,0,0,0,0,0,0,0,0,0,0,1,0,996,992016,988047936
09/09/2017,528,NA,0,0,0,0,0,0,0,0,0,0,1,1,997,994009,991026973
10/09/2017,1801,NA,0,0,0,0,0,0,0,0,0,0,1,1,998,996004,994011992
11/09/2017,2769,NA,0,0,0,0,0,0,0,0,0,0,1,0,999,998001,997002999
12/09/2017,2812,NA,0,0,0,0,0,0,0,0,0,0,1,0,1000,1.00E+06,1.00E+09
13/09/2017,2716,NA,0,0,0,0,0,0,0,0,0,0,1,0,1001,1002001,1003003001
14/09/2017,2756,NA,0,0,0,0,0,0,0,0,0,0,1,0,1002,1004004,1006012008
15/09/2017,2556,NA,0,0,0,0,0,0,0,0,0,0,1,0,1003,1006009,1009027027
16/09/2017,1755,NA,0,0,0,0,0,0,0,0,0,0,1,1,1004,1008016,1012048064
17/09/2017,770,NA,0,0,0,0,0,0,0,0,0,0,1,1,1005,1010025,1015075125
18/09/2017,1974,NA,0,0,0,0,0,0,0,0,0,0,1,0,1006,1012036,1018108216
